schemeCode,schemeName,isinGrowth,isinDivReinvestment
120246,sahara income fund-growth-direct,,
120251,icici prudential equity & debt fund - direct plan - growth,INF109K01Y07,
120256,icici prudential banking and psu debt fund - direct plan -  growth,INF109K010A6,
120261,lic mf aggressive hybrid fund-direct plan-growth,INF767K01ED0,
120264,lic mf flexi cap fund-direct plan-growth,INF767K01EG3,
120267,lic mf large cap fund-direct plan-growth,INF767K01EJ7,
120270,lic mf elss tax saver-direct plan-growth,INF767K01EM1,
120276,lic mf conservative hybrid fund-direct plan-growth,INF767K01EO7,
120279,lic mf medium to long duration fund-direct plan-growth,INF767K01EW0,
120282,lic mf gilt fund-direct plan-growth,INF767K01EZ3,
120284,sahara gilt fund-growth - direct,,
120285,lic mf children's fund-direct plan-growth,INF767K01FB1,
120289,sahara growth fund-growth- direct,,
120291,saharatax gain-growth- direct,,
120294,religare invesco agile fund - direct plan - growth option,,
120297,sahara midcap fund-growth option - direct,,
120299,uti mmf - direct plan - growth option,INF789F01XV6,
120300,icici prudential blended plan b - direct plan -  growth option - i,,
120310,icici prudential blended plan a-direct plan -  growth,,
120320,lic nomura mf floating rate fund - short term plan - direct plan growth option,,
120323,icici prudential value fund (erstwhile value discovery fund) - direct plan - growth,INF109K012K1,
120324,lic nomura mf floater mip - direct plan-growth option,,
120329,lic nomura mf opportunities fund-direct plan growth option,,
120331,lic nomura mf india vision fund - direct plan growth option,,
120333,invesco india balanced advantage fund - direct plan - growth,INF205K01LN5,
120334,icici prudential multi-asset fund - direct plan - growth,INF109K015K4,
120338,lic mf banking & psu fund-direct plan-growth,INF767K01GI4,
120340,sahara wealth plus fund-fixed pricing option-direct-growth,,
120343,lic nomura mf systematic asset allocation fund - direct plan growth option,,
120345,sahara wealth plus fund-variable pricing option-direct-growth,,
120347,lic nomura mf top 100 fund - direct plan growth option,,
120348,invesco india contra fund - direct plan - growth,INF205K01LE4,
120351,lic mf infrastructure fund-direct plan-growth,INF767K01GW5,
120353,sahara infrastructure fund ---fixed pricing option-direct-growth,,
120355,sahara infrastructure fund ---variable pricing option-direct-growth,,
120357,invesco india large & mid cap fund - direct plan - growth,INF205K01MA0,
120361,sahara r.e.a.l fund - growth  fund- direct,,
120364,icici prudential equity arbitrage fund - direct plan - growth,INF109K016O4,
120368,sahara classic fund- growth option- direct,,
120371,sahara power & natural resources fund- growth - direct,,
120373,sahara banking & financial services fund- growth - direct,,
120377,icici prudential balanced advantage fund - direct plan -  growth,INF109K012B0,
120379,sahara short term bond fund-growth- direct,,
120381,icici prudential midcap fund - direct plan -  growth,INF109K011N7,
120382,sahara super 20 fund - growth - direct,,
120385,invesco india financial services fund - direct plan - growth,INF205K01KY4,
120386,sahara star value fund-growth - direct,,
120392,invesco india largecap fund - direct plan - growth,INF205K01LB0,
120395,invesco india psu equity fund - direct plan - growth,INF205K01NG5,
120398,icici prudential savings fund - direct plan - growth,INF109K01O82,
120401,invesco india arbitrage fund - direct plan - growth option,INF205K01KR8,
120403,invesco india midcap fund - direct plan - growth option,INF205K01MV6,
120405,invesco india infrastructure fund - direct plan - growth option,INF205K01MD4,
120413,invesco india multicap fund - direct plan - growth option,INF205K01MS2,
120415,jm floater short term fund (direct) - growth option,,
120416,invesco india elss tax saver fund - direct plan - growth,INF205K01NT8,
120421,jm g-sec fund - (direct) - growth option,,
120425,icici prudential floating interest fund - direct plan - growth,INF109K01P57,
120430,jm medium to long duration fund (direct) - growth option,INF192K01CW5,
120435,jm dynamic bond fund - (direct) - growth option,INF192K01DD3,
120438,axis banking & psu debt fund - direct plan - growth option,INF846K01CR6,
120444,invesco india banking and psu fund - direct plan -  growth option,INF205K01KT4,
120446,jm mip fund (direct) - growth option,,
120447,axis gilt fund - direct plan - growth option,INF846K01DD4,
120451,axis dynamic bond fund - direct plan - growth option,INF846K01DI3,
120461,jm money manager fund - super plus plan (direct) - growth option,,
120463,jm money manager fund - super plan (direct) - growth option,,
120465,axis large cap fund - direct plan - growth,INF846K01DP8,
120468,axis focused fund - direct plan - growth option,INF846K01CQ8,
120471,jm short term fund (direct) - growth option,,
120475,axis strategic bond fund - direct plan - growth option,INF846K01DT0,
120480,axis conservative hybrid fund - direct plan - growth option,INF846K01EA8,
120482,jm arbitrage fund (direct) - growth option,INF192K01BN6,
120484,jm aggressive hybrid fund (direct) - growth option,INF192K01BQ9,
120486,jm value fund (direct) - growth option,INF192K01BT3,
120488,jm focused fund (direct)  - growth option,INF192K01BW7,
120490,jm large cap fund (direct) - growth option,INF192K01BZ0,
120492,jm flexicap fund (direct) - growth option,INF192K01CC7,
120494,jm elss tax saver fund (direct) - growth option,INF192K01CE3,
120497,invesco india corporate bond fund - direct plan - growth,INF205K01RF8,
120503,axis elss tax saver fund - direct plan - growth option,INF846K01EW2,
120505,axis midcap fund - direct plan - growth,INF846K01EH3,
120510,axis short duration fund - direct plan - growth option,INF846K01EI1,
120513,axis treasury advantage fund - direct plan - growth option,INF846K01EN1,
120517,aditya birla sun life equity hybrid'95 fund - direct plan-growth,INF209K01ZC0,
120520,invesco india gilt fund - direct  plan - growth,INF205K01SN0,
120524,axis multi asset allocation fund - direct plan - growth option,INF846K01EV4,
120525,religare invesco gilt fund - short duration plan - direct plan - growth,,
120529,aditya birla sun life buy india fund - growth - direct plan,,
120533,aditya birla sun life banking & psu debt fund - growth - direct plan,,
120539,aditya birla sun life digital india fund - growth - direct plan,INF209K01VF2,
120548,aditya birla sun life mip ii - savings 5 plan - monthly growth /payment - direct plan,,
120552,religare invesco monthly income plan - direct plan - growth option,,
120560,invesco india short duration fund - direct plan - growth,INF205K01UH8,
120564,aditya birla sun life flexi cap fund - growth - direct plan,INF209K01XX1,
120572,aditya birla sun life monthly income - growth - direct plan,,
120575,sbi consumption opportunities fund - direct plan - growth,INF200K01RM5,
120578,sbi technology opportunities fund - direct plan - growth,INF200K01RV6,
120582,icici prudential dynamic bond fund - direct plan -  growth,,
120586,icici prudential large cap fund (erstwhile bluechip fund) - direct plan - growth,INF109K016L0,
120587,icici prudential fmcg fund - direct plan -  growth,INF109K01Z14,
120590,icici prudential gilt fund - direct plan - growth,INF109K018C5,
120591,icici prudential smallcap fund - direct plan - growth,INF109K015M0,
120592,icici prudential elss tax saver fund - direct plan - growth,INF109K01Y31,
120594,icici prudential technology fund - direct plan -  growth,INF109K01Z48,
120596,icici prudential large & mid cap fund - direct plan - growth,INF109K011O5,
120599,icici prudential multicap fund - direct plan -  growth,INF109K014O9,
120603,icici prudential all seasons bond fund - direct plan - growth,INF109K016E5,
120605,icici prudential gilt fund investment plan pf option - direct plan -growth option,,
120608,icici prudential short term gilt fund - direct plan -  growth,,
120611,icici prudential gilt fund treasury plan pf option - direct plan -growth option,,
120619,icici prudential bond fund - direct plan - growth,INF109K01V83,
120621,icici prudential infrastructure fund - direct plan -  growth,INF109K018M4,
120656,uti large cap fund - direct plan - growth option,INF789F01US8,
120658,uti - master plus unit scheme-growth option - direct,,
120662,uti - flexi cap fund-growth option - direct,INF789F01TC4,
120665,uti large & mid cap fund - direct plan - growth option,INF789F01UG3,
120668,icici prudential mip - direct plan -  growth,,
120670,icici prudential medium term bond fund - direct plan - growth,INF109K015A5,
120674,uti aggressive hybrid fund -direct plan - growth,INF789F01SK9,
120682,uti - mnc fund - growth option - direct,INF789F01UD0,
120688,icici prudential exports & services fund - direct plan - growth,INF109K01W25,
120689,uti medium to long duration fund-growth - direct,INF789F01SQ6,
120692,icici prudential corporate bond fund - direct plan - growth,INF109K016B1,
120699,uti - master value fund-growth option-direct,,
120704,aditya birla sun life mip - direct plan - growth,,
120706,aditya birla sun life mip ii - savings 5 plan - growth / payment - direct plan,,
120711,icici prudential credit risk fund - direct plan - growth,INF109K01V00,
120715,uti elss tax saver fund - direct plan - growth option,INF789F01TF7,
120718,uti short duration fund - direct plan - growth option,INF789F01XY0,
120722,icici prudential focused equity fund - direct plan - growth,INF109K018N2,
120724,uti children's equity fund - direct plan - growth option,,
120726,uti mid cap fund-growth option- direct,INF789F01UA6,
120728,uti infrastructure fund-growth option- direct,INF789F01TU6,
120731,uti-transportation and logistics  fund-growth option- direct,INF789F01SH5,
120733,uti banking and financial services fund - direct plan - growth option,INF789F01SN3,
120743,icici prudential long term bond fund - direct plan - growth,INF109K017L8,
120751,uti value fund - direct plan - growth option,INF789F01VB2,
120754,icici prudential short term fund - direct plan - growth option,INF109K013N3,
120757,uti bluechip flexicap fund - direct plan - growth option,,
120759,uti contra fund-growth-growth option-direct,,
120760,uti multi asset allocation fund - direct plan - growth option,INF789F01VE6,
120762,uti dynamic bond fund - direct plan - growth option,INF789F01XD4,
120764,uti credit risk fund - direct plan - growth option,INF789F01YB6,
120767,uti services industries fund-growth option- direct,,
120770,uti energy fund-growth option-direct,,
120773,uti smart woman savings plan - growth option- direct,,
120776,uti - mis-growth-direct,,
120779,uti conservative hybrid fund - direct plan - growth option,INF789F01UJ7,
120780,uti india consumer fund - direct plan - growth option,INF789F01VF3,
120782,uti healthcare fund - direct plan - growth option,INF789F01TO9,
120788,uti - crts 81 - growth option- direct,,
120792,uti - gilt fund - direct plan - growth option,INF789F01TL5,
120795,uti arbitrage fund - direct plan - growth option,INF789FB1RG6,
120797,union kbc capital protection oriented fund - series 2 - direct plan - growth option,,
120816,dsp blackrock dual advantage fund - series 11 - 36m - direct plan - growth option (maturity date 04-apr-2016),,
120819,quant aggressive hybrid fund-growth option-direct plan,INF966L01556,
120821,quant multi asset allocation fund-growth option-direct plan,INF966L01580,
120823,quant multi cap fund-growth option-direct plan,INF966L01614,
120826,quant large & mid cap fund - growth option-direct plan,INF966L01648,
120828,quant small cap fund - growth option - direct plan,INF966L01689,
120830,quant dynamic bond-growth option-direct plan,,
120833,quant infrastructure fund - growth option-direct plan,INF966L01721,
120834,quant focused fund - growth option-direct plan,INF966L01853,
120841,quant mid cap fund - growth option - direct plan,INF966L01887,
120843,quant flexi cap fund - growth option-direct plan,INF966L01911,
120847,quant elss tax saver fund - growth option - direct plan,INF966L01986,
120875,uti ftif series xiii -iv (546 days)-growth option-direct,,
120887,birla sun life fixed term plan - series gg (368 days) - direct plan-growth,,
120900,sbi debt fund series - 60 months - 3 - direct plan - growth,,
120907,dws hybrid fixed term fund - series 11 - direct plan - growth,,
120911,sbi debt fund series - 36 months - 2 - direct plan - growth,,
120927,sundaram fixed term plan dc - direct -  growth,,
120942,aditya birla sun life fixed term plan - series gi (1185 days) - direct plan-growth,,
120966,reliance fixed horizon fund - xxiii - series 1 - direct plan - growth option,,
